Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,Geolocation,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,61.6,61.6,,,59.7,63.4,2338,737016,Disability Status,No Disability,,,DISEST,VETIND,"(38.66551020200046, -80.71264013499967)",54,VET2,AGEADJPREV,DISSTAT,NODIS,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,24.6,24.6,,,22.9,26.5,1160,110744,Disability Status,Any Disability,,,DISEST,AGEIND,"(41.6410409880005, -99.36572062299967)",31,AGE02,PREV,DISSTAT,DISABL,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,82.5,82.5,,,81.2,83.7,9422,3961629,Disability Status,No Disability,,,DISEST,AGEIND,,86,AGE01,PREV,DISSTAT,NODIS,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,59.3,59.3,,,48.8,69.0,179,27463,Disability Status,Any Disability,,,DISEST,RACEIND,,80,RACE07,AGEADJPREV,DISSTAT,DISABL,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.5,2.5,,,2.1,2.9,264,43905,Disability Type,Vision Disability,,,DISEST,RACEIND,"(39.360700171000474, -111.58713063499971)",49,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.1,5.1,,,3.6,7.1,56,89686,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(35.466220975000454, -79.15925046299964)",37,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.3,5.3,,,4.5,6.2,213,51111,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(41.56266102000046, -72.64984095199964)",09,AGE02,PREV,DISTYPE,INDDIS,,
2018,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,15.6,15.6,,,8.8,26.0,15,21467,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(31.31266064400046, -92.44568007099969)",22,RACE03,AGEADJPREV,DISTYPE,HEARDIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,21.7,21.7,,,15.8,29.1,66,30483,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(35.47203135600046, -97.52107021399968)",40,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,5.2,5.2,,,4.5,5.9,1142,621277,Disability Type,Independent Living Disability,,,DISEST,SEXIND,,81,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2018,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,"(34.865970280000454, -111.76381127699972)",04,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2018,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,75.5,75.5,,,74.6,76.4,21777,10232084,Disability Status,No Disability,,,DISEST,VETIND,"(42.82700103200045, -75.54397042699964)",36,VET2,AGEADJPREV,DISSTAT,NODIS,,
2018,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,80.1,80.1,,,76.9,83.0,1061,290118,Disability Status,No Disability,,,DISEST,AGEIND,"(41.70828019300046, -71.52247031399963)",44,AGE01,PREV,DISSTAT,NODIS,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,16.5,16.5,,,12.4,21.5,78,110756,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(37.63864012300047, -120.99999953799971)",06,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(32.745510099000455, -89.53803082499968)",28,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.3,2.3,,,1.6,3.3,115,157263,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(28.932040377000476, -81.92896053899966)",12,AGE01,PREV,DISTYPE,HEARDIS,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,20.2,20.2,,,18.1,22.5,348,97032,Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(38.66551020200046, -80.71264013499967)",54,AGE02,PREV,DISTYPE,COGDIS,,
2018,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,12.8,12.8,,,11.3,14.5,413,102919,Disability Type,Independent Living Disability,,,DISEST,SEXIND,"(38.66551020200046, -80.71264013499967)",54,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,9.7,9.7,,,6.8,13.8,129,6947,Disability Type,Hearing Disability,,,DISEST,VETIND,"(43.62538123900049, -72.51764079099962)",50,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6.1,6.1,,,5.1,7.2,297,241744,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(42.27687047000046, -72.08269067499964)",25,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2018,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(45.254228894000505, -68.98503133599962)",23,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,,66,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2018,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.5,7.5,,,7.3,7.7,21932,9820362,Disability Type,Hearing Disability,,,DISEST,SEXIND,,59,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2018,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,13.3,13.3,,,11.9,14.9,1373,1163258,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(28.932040377000476, -81.92896053899966)",12,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,15.8,15.8,,,10.6,22.9,25,4126,Disability Type,Vision Disability,,,DISEST,RACEIND,"(34.74865012400045, -92.27449074299966)",05,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2018,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.6,3.6,,,2.6,4.8,58,49141,Disability Type,Hearing Disability,,,DISEST,AGEIND,"(35.47203135600046, -97.52107021399968)",40,AGE01,PREV,DISTYPE,HEARDIS,,
2018,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,4.6,4.6,,,3.9,5.4,451,183619,Disability Type,Self-care Disability,,,DISEST,RACEIND,,82,RACE02,AGEADJPREV,DISTYPE,SELFDIS,,
2018,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,9.2,9.2,,,8.0,10.5,411,41617,Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(41.6410409880005, -99.36572062299967)",31,AGE02,PREV,DISTYPE,COGDIS,,
2018,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,10.4,10.4,,,9.2,11.7,1257,611385,Disability Type,Hearing Disability,,,DISEST,VETIND,,84,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.1,2.1,,,1.2,3.6,23,9257,Disability Type,Self-care Disability,,,DISEST,AGEIND,"(43.65595011300047, -71.50036091999965)",33,AGE01,PREV,DISTYPE,SELFDIS,,
2018,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,27.1,27.1,,,25.5,28.9,1018,122043,Disability Type,Mobility Disability,,,DISEST,AGEIND,"(38.34774030000045, -98.20078122699965)",20,AGE03,PREV,DISTYPE,MOBDIS,,
2018,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,61.0,61.0,,,59.5,62.4,11084,1546638,Disability Status,No Disability,,,DISEST,AGEIND,,80,AGE03,PREV,DISSTAT,NODIS,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,5.9,5.9,,,4.9,7.1,224,164163,Disability Type,Hearing Disability,,,DISEST,SEXIND,"(42.27687047000046, -72.08269067499964)",25,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2018,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(40.48501028300046, -88.99771017799969)",17,RACE06,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,6.5,6.5,,,5.9,7.2,585,226313,Disability Type,Hearing Disability,,,DISEST,AGEIND,,89,AGE02,PREV,DISTYPE,HEARDIS,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,11.8,11.8,,,8.7,15.8,57,15699,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(46.35564873600049, -94.79420050299967)",27,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2018,MN,Minnesota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,9.9,9.9,,,9.0,10.9,543,191056,Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(46.35564873600049, -94.79420050299967)",27,AGE01,PREV,DISTYPE,COGDIS,,
2018,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(32.745510099000455, -89.53803082499968)",28,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,26.5,26.5,,,24.7,28.3,1110,2496639,Disability Status,Any Disability,,,DISEST,AGEIND,"(37.63864012300047, -120.99999953799971)",06,AGE02,PREV,DISSTAT,DISABL,,
2018,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,29.9,29.9,,,28.4,31.4,4896,2417267,Disability Status,Any Disability,,,DISEST,AGEIND,,81,AGE02,PREV,DISSTAT,DISABL,,
2018,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,3.1,3.1,,,2.5,3.9,91,33472,Disability Type,Mobility Disability,,,DISEST,AGEIND,"(42.46940091300047, -93.81649055599968)",19,AGE01,PREV,DISTYPE,MOBDIS,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,9.5,9.5,,,7.8,11.6,171,108236,Disability Type,Independent Living Disability,,,DISEST,AGEIND,"(42.27687047000046, -72.08269067499964)",25,AGE03,PREV,DISTYPE,INDDIS,,
2018,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,67.7,67.7,,,62.4,72.5,568,305684,Disability Status,No Disability,,,DISEST,VETIND,"(32.84057112200048, -86.63186076199969)",01,VET1,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,12.5,12.5,,,11.6,13.4,2836,1435150,Disability Type,Cognitive Disability,,,DISEST,AGEIND,,83,AGE03,PREV,DISTYPE,COGDIS,,
2018,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,"(35.466220975000454, -79.15925046299964)",37,RACE07,AGEADJPREV,DISTYPE,VISDIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,"(47.47531977900047, -100.11842104899966)",38,RACE03,AGEADJPREV,DISTYPE,MOBDIS,,
2018,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,11.2,11.2,,,6.2,19.2,16,28339,Disability Status,Any Disability,,,DISEST,RACEIND,"(32.83968109300048, -83.62758034599966)",13,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,18.4,18.4,,,16.4,20.5,2295,1064947,Disability Type,Hearing Disability,,,DISEST,AGEIND,,85,AGE03,PREV,DISTYPE,HEARDIS,,
2018,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.6,5.6,,,5.0,6.2,539,381968,Disability Type,Hearing Disability,,,DISEST,VETIND,"(32.83968109300048, -83.62758034599966)",13,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2018,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(33.998821303000454, -81.04537120699968)",45,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2018,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.6,4.6,,,4.1,5.2,1066,268674,Disability Type,Vision Disability,,,DISEST,SEXIND,,86,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2018,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,7.0,7.0,,,4.8,10.2,54,10706,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(39.008830667000495, -75.57774116799965)",10,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2018,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,"(43.682630005000476, -114.3637300419997)",16,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2018,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,22.8,22.8,,,21.6,24.1,2031,516487,Disability Type,Mobility Disability,,,DISEST,AGEIND,,89,AGE03,PREV,DISTYPE,MOBDIS,,
2018,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,13.9,13.9,,,8.3,22.4,14,4557,Disability Type,Hearing Disability,,,DISEST,RACEIND,"(34.74865012400045, -92.27449074299966)",05,RACE07,AGEADJPREV,DISTYPE,HEARDIS,,
2018,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,31.1,31.1,,,24.4,38.8,92,3108,Disability Type,Mobility Disability,,,DISEST,AGEIND,,66,AGE03,PREV,DISTYPE,MOBDIS,,
2018,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.6,2.6,,,2.4,2.9,1284,189971,Disability Type,Vision Disability,,,DISEST,RACEIND,,87,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2018,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,AGEIND,"(47.47531977900047, -100.11842104899966)",38,AGE01,PREV,DISTYPE,SELFDIS,,
2018,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,58.9,58.9,,,44.7,71.7,41,25213,Disability Status,No Disability,,,DISEST,RACEIND,"(31.31266064400046, -92.44568007099969)",22,RACE07,AGEADJPREV,DISSTAT,NODIS,,
2018,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.2,3.2,,,2.6,4.0,162,105820,Disability Type,Self-care Disability,,,DISEST,SEXIND,"(37.54268067400045, -78.45789046299967)",51,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2018,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,21.5,21.5,,,19.7,23.6,989,128023,Disability Status,Any Disability,,,DISEST,SEXIND,"(21.304850435000446, -157.85774940299973)",15,SEX02,AGEADJPREV,DISSTAT,DISABL,,
2018,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.9,5.9,,,5.0,7.0,348,27846,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(43.62538123900049, -72.51764079099962)",50,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2018,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,20.8,20.8,,,18.5,23.3,646,113626,Disability Status,Any Disability,,,DISEST,SEXIND,"(43.65595011300047, -71.50036091999965)",33,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2018,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(42.27687047000046, -72.08269067499964)",25,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2018,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(37.63864012300047, -120.99999953799971)",06,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2018,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.2,4.2,,,3.0,5.7,43,8367,Disability Type,Vision Disability,,,DISEST,AGEIND,"(43.23554134300048, -108.10983035299967)",56,AGE01,PREV,DISTYPE,VISDIS,,
2018,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,10.4,10.4,,,8.5,12.6,166,75712,Disability Type,Cognitive Disability,,,DISEST,AGEIND,"(44.56744942400047, -120.15503132599969)",41,AGE03,PREV,DISTYPE,COGDIS,,
2018,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,"(39.493240390000494, -117.07184056399967)",32,RACE06,AGEADJPREV,DISSTAT,DISABL,,
2018,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,78.9,78.9,,,78.1,79.7,13960,3429442,Disability Status,No Disability,,,DISEST,SEXIND,,87,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,13.1,13.1,,,8.5,19.8,111,6046,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(44.353130053000484, -100.3735306369997)",46,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2018,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.2,8.2,,,7.4,9.2,448,83512,Disability Type,Mobility Disability,,,DISEST,SEXIND,"(39.360700171000474, -111.58713063499971)",49,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2018,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.5,5.5,,,4.2,7.4,114,19771,Disability Type,Independent Living Disability,,,DISEST,RACEIND,"(64.84507995700051, -147.72205903599973)",02,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2018,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,"(33.998821303000454, -81.04537120699968)",45,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2018,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,"(47.06652897200047, -109.42442064499971)",30,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2018,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,77.5,77.5,,,76.0,78.9,5029,1224994,Disability Status,No Disability,,,DISEST,AGEIND,"(39.29058096400047, -76.60926011099963)",24,AGE02,PREV,DISSTAT,NODIS,,
2018,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.,,,,,Disability Status,No Disability,,,DISEST,RACEIND,"(32.84057112200048, -86.63186076199969)",01,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2018,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,32.5,32.5,,,20.6,47.2,67,4366,Disability Status,Any Disability,,,DISEST,RACEIND,"(44.353130053000484, -100.3735306369997)",46,RACE04,AGEADJPREV,DISSTAT,DISABL,,
2018,DC,District of Columbia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,82.7,82.7,,,78.1,86.4,246,27051,Disability Status,No Disability,,,DISEST,VETIND,"(38.89037138500049, -77.03196112699965)",11,VET1,AGEADJPREV,DISSTAT,NODIS,,
